Land;Hochschule;Fakultät;Stiftungsprofessur;Stifter;Fördersumme pro Jahr;Fördersumme insgesamt;Laufzeit;Startpunkt;Quelle;Alternativname;Status
Baden-Württemberg;Universität Heidelberg (Klinikum);;Statistische Modelle des Alterns;Klaus Tschira Stiftung;;;;;;EML Research gGmbH (Tochtergesellschaft der Klaus Tschira Stiftung);
Baden-Württemberg;Universität Heidelberg (Klinikum);;Molekulare Grundlagen gastrointestinaler Tumoren;K.H. Bauer Stiftung;50000;;dauerhaft;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Zelluläre Immuntherapie;Dietmar-Hopp-Stiftung;90000;450000;5 Jahre;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Zelluläre Immuntherapie;Novartis;;;;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);Universitätsklinik für Hämatologie, Onkologie, Rheumatologie Heidelberg;Zelluläre Immuntherapie;Joachim Siebeneicher Stiftung;;;5 Jahre, auf unbegrenzte Zeit verlängert;2009;;http://idw-online.de/de/news617869;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Leukämieforschung;Deutsche José Carreras Leukämie-Stiftung e.V.;90000;900000;10 Jahre;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Klinische Neuroonkologie;Hertie-Stiftung;210000;1230000;6 Jahre;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Medizinische Strahlenphysik/Strahlenschutz;Bundesamt für Strahlenschutz, Universitätsklinikum Mannheim gGmbH;;;;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Molekulare Bildgebung mit Schwerpunkt Radiochemie;Universitätsklinikum Mannheim gGmbH;;;10 Jahre;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Effizienzanalyse in der Diagnostik;Universitätsklinikum Mannheim gGmbH;;890000;5 Jahre;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Effizienzanalyse in der Diagnostik;Dt. Vereinte Gesellschaft für Klinische Chemie und Laboratoriumsmedizin. e. V.;;;;;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Franz-Volhard-Stiftungsprofessur für Mikrovaskuläre Biologie und Pathobiologie;Universitätsklinikum Mannheim gGmbH;80000;400000;5 Jahre, um 5 Jahre verlängert;2006;;;
Baden-Württemberg;Universität Heidelberg (Klinikum);;Klinische Psychopharmakologie des Kindes- und Jugendalters;Lilli Pharma Holding GmbH;;1090000;5 Jahre;;;;
Baden-Württemberg;Universität Heidelberg (ohne Klinikum);;Radiochemie;Stiftung Energieforschung Baden-Württemberg;100000;1000000;10 Jahre;;;;
Baden-Württemberg;Universität Hohenheim;;Wirtschafts- und Organisationspsychologie;Gips-Schüle-Stiftung;150000;;5 Jahre;2011;;;
Baden-Württemberg;Universität Hohenheim;Fachgebiet für BWL;Retail Banking;Sparkassen-Finanzgruppe;130000;;6 Jahre;2014;;;
Baden-Württemberg;Universität Hohenheim;;Unternehmens-gründungen und Unternehmertum (Entrepreneurship);Karl-Schlecht-Stiftung;260000;2560000;10 Jahre;;;;
Baden-Württemberg;Universität Hohenheim;;Nutzpflanzenbiodiversität und Züchtungsinformatik;KWS;209375;;8 Jahre;2008;;;
Baden-Württemberg;Universität Hohenheim;;Feed Gut Microbiota Interaktion;Carl Zeiss;100000;400000;4 Jahre;2013;;Carl-Zeiss-Stiftung;
Baden-Württemberg;Universität Hohenheim;;Max-Eyth-Stiftungsprofessur Mess- und Prüftechnik;DLG e.V. (Deutsche Landwirtschafts-Gesellschaft);175000;;5 Jahre;2011;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;Institut für Technikzukünfte ;Technikkulturwissenschaft;Stefan Quandt;;;;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Financial Engineering und Derivate;GZ-Bank AG Frankfurt/ Stuttgart und SGZ-Bank-;150000;1500000;10 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Interaktive Echtzeitsys-teme (Analoge Anwen-dung);Fraunhofer-Gesellschaft;80000;800000;10 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Mobile Arbeitsmaschinen;Förderverein für Mobile Arbeitsmaschinen e.V.;150000;1500000;10 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Tektonik und Strukturgeologie mit technischen Anwendungen in der Geothermie;EnBW;400000;2000000;5 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Bahnsystemtechnik;Bombardier Transportation;120000;1200000;10 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;Maschinenbau;Sichere Mechatronische Systeme der Intralogistik;VDMA - Verband Deutscher Maschinen- und  Anlagenbau e.V.;;;4 Jahre;2014;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Hybridelektrische Fahrzeuge;Daimler;660000;3300000;5 Jahre;;;Stifterverband für die Deutsche Wissenschaft/Daimler Fond;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Technische Petrophysik;Herrenknecht AG;480000;2400000;5 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Angewandte Wirtschaftsforschung;Thurgauer Kantonalbank;140000;1400000;10 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Angewandte Informatik;Altana AG;500000;5000000;10 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Empirische Bildungsforschung/Erziehungswissenschaft mit dem Schwerpunkt Fühe Kindheit;Thurgauische Stiftung für Wissenschaft und Forschung;110000;660000;6 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Thurgauische Stiftung für Wissenschaft und Forschung;Thurgauische Stiftung für Wissenschaft und Forschung;300000;3000000;10 Jahre;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;;Erziehungswissenschaften;Thurgauische Stiftung für Wissenschaft und Forschung;;;unbefristet;;;;
Baden-Württemberg;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;Institut für Angewandte Materialien ;Nanostrukturierte Funktionsmaterialien;Bosch;500000;;10 Jahre;2012;;;
Baden-Württemberg;Universität Mannheim;BWL;Allgemeine Betriebswirtschaftslehre und Wirtschafts-informatik, insbesondere E-Business and E-Goverment;Dieter-Schwarz-Stiftung;150000;1500000;10 Jahre;;;;
Baden-Württemberg;Universität Mannheim;BWL;Supply Chain Management ;Camelot Broadcast Service GmbH Berlin;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Dr. Werner Jackstädt Endowed Chair   of Sales & Services Marketing  ;Dr. Werner Jäckstädt-Stiftung;350000;1750000;5 Jahre;;;;
Baden-Württemberg;Universität Mannheim;BWL;Allgemeine Betriebswirtschaftslehre und Rechnungswesen;Ernst & Young;250000;2500000;10 Jahre;;;;
Baden-Württemberg;Universität Mannheim;BWL;Business Administration and Corporate Governance;Bilfinger Berger;200000;1000000;5 Jahre;;;;
Baden-Württemberg;Universität Mannheim;BWL;Business Administration and Corporate Governance;Fuchs Petrolub;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Business Administration and Corporate Governance;MVV Energie AG;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Business Administration and Corporate Governance;Südzucker AG;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;Bilfinger Berger;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;Bundesverband Materialwirtschaft Einkauf und Logistik e.V.;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;Dietmar-Hopp-Stiftung;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;Heidelberger Druckmaschinen AG;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;Hilti;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;KSB;;;;;;KSB AG;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;Roche;;;;;;;
Baden-Württemberg;Universität Mannheim;BWL;Procurement;SAP;;;;;;;
Baden-Württemberg;Universität Mannheim;Jura;Wilhelm-Müller-Stiftungsprofessur ;Wilhelm-Müller-Stiftung;;;;;;;
Baden-Württemberg;Universität Mannheim;Philosophische Fakultät;Wirtschaftsethik;Land Baden-Württemberg ;;;;;;;
Baden-Württemberg;Universität Mannheim;VWL;Volkswirtschaftslehre, Mikroökonometrie;Alexander von Humboldt Stiftung;70000;3500000;5 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Nachhaltiges Bauen;Bosch;;960000;5 Jahre;2013;;Robert Bosch Stiftung;
Baden-Württemberg;Universität Stuttgart;;Schienenfahrzeugtechnik;Karl-Schlecht-Stiftung;210000;2100000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Optik-Design und Simulation;Trumpf;92500;925000;10 Jahre;2011;;;
Baden-Württemberg;Universität Stuttgart;;Optik-Design und Simulation;Polytec;;;;;;;
Baden-Württemberg;Universität Stuttgart;;Optik-Design und Simulation;Leica Mycrosystems;;;;;;;
Baden-Württemberg;Universität Stuttgart;;Optik-Design und Simulation;Karl Storz GmbH;;;;;;;
Baden-Württemberg;Universität Stuttgart;;Optik-Design und Simulation;Sick AG;;;;;;;
Baden-Württemberg;Universität Stuttgart;;Optik-Design und Simulation;Berliner Glas;;;;;;;
Baden-Württemberg;Universität Stuttgart;Energie-, Verfahrens- und Biotechnik;Effiziente Energienutzung;;350000;3500000;10 Jahre;2014;;;
Baden-Württemberg;Universität Stuttgart;Institut für Luftfahrtantriebe;Strukturmechanik der Flugzeugtriebwerke;MTU Maintenance;145000;2900000;20 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Verkehrsplanung und Verkehrsleittechnik;Daimler;170000;1740000;10 Jahre;;;DaimlerChrysler beim Stifterverband für die Deutsche Wissenschaft;
Baden-Württemberg;Universität Stuttgart;;Kraftfahrzeugmechatronik;Zulieferfirmen der KFZ-Industrie beim Stifterverband für die Deutsche Wissenschaft;160000;1610000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Theoretische Festkörperphysik;Max-Planck-Gesellschaft;150000;1500000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Windenergie;Karl-Schlecht-Stiftung;250000;2500000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Produktionstechnische Softwaresysteme;Einzelstifter aus der Werkzeugmaschinenindustrie;110000;1080000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Biomedical Engineering;Deutsche Krebshilfe;80000;760000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Nachaltigkeit, Baukonstruktion, Entwerfen;Wüstenrot;190000;1910000;10 Jahre;;;Wüstenrot-Stiftung;
Baden-Württemberg;Universität Stuttgart;;Wirkungsgeschichte der Technik;Berthold-Leibinger-Stiftung;150000;1500000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Mechanische Trennprozesse;Mann + Hummel GmbH;110000;1100000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Wasserkraft;EnBW;400000;4000000;10 Jahre;;;;
Baden-Württemberg;Universität Stuttgart;;Wasserkraft;Siemens;;;;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Magnetoencephalography, Tenure Treck;CIN;;;5 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Arbeits- und Sozialmedizin;Südwestmetall;400000;4000000;10 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Hertie-Institut für Klinische Hirnforschung;;2200000;22000000;10 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Neurologie mit Schwerpunkt Nuerodegenartive Erkrankungen;Hertie-Stiftung;;;10 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Zellbiologische Grundlagenforschung;Hertie-Stiftung;;;;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Klinische Neurogenetik;Hertie-Stiftung;;;;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Funktionelle Neurogenetik;Hertie-Stiftung;;;;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;N.N.;Hertie-Stiftung;;1950000;6 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Neurologie mit Schwerpunkt Epileptologie;Hertie-Stiftung;;1630000;6 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Experimentell-Klinische Gynäkoonkologie;Novartis;900000;4500000;5 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Molekularbiologie degenerativer Netzhauterkrankungen;Tistou und Charlotte Kerstan Stiftung VISION 2000 SEHEN-KUNST-SINNESFUNKTIONEN;350000;3850000;11 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Neuroplastizität des kindlichen Gehirns;Schön Kliniken GmbH;150000;750000;offen;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Präklinische Bildgebung und Bildgebungstechnologie;Siemens;320000;3200000;10 Jahre;;;Werner-Siemens-Stiftung;
Baden-Württemberg;Universität Tübingen (Klinikum);;Klinische Pharmakologie;Bosch;;;;;;Robert-Bosch-Stiftung;
Baden-Württemberg;Universität Tübingen (Klinikum);;Neurodegeneration des Auges;Deutsche Forschungsgemeinschaft;80000;250000;3 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Nephrologie mit Schwerpunkt diabetische Nephropathie;Sanofi Aventis;;420000;5 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Ophtalmic Research;CIN;;;5 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Systems Neurophysiologie;CIN;;;5 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Klinisch-Experimentelle Diabetologie;Deutsche Forschungsgemeinschaft;;;5 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Entzündliche Herz-Kreislauferkrankungen;Volkswagen-Stiftung;230000;1170000;5 Jahre;;;;
Baden-Württemberg;Universität Tübingen (Klinikum);;Biomaterialentwicklung mit Schwerpunkt karidiovaskülare regenerative Medizin;Fraunhofer-Gesellschaft;;;5 Jahre;;;;
Baden-Württemberg;Universität Ulm (ohne Klinikum);Mathematik und Wirtschaftswissenschaften;Péter-Horváth-Stiftungsprofessur für Betriebswirtschaftslehre mit dem Schwerpunkt Betriebswirtschaftliches Informationsmanagement ;Péter Horváth;200000;;5 Jahre;2014;;;
Baden-Württemberg;Universität Ulm (Klinikum);;für Betriebswirtschaftslehre mit dem Schwerpunkt Betriebswirtschaftliches Informationsmanagement;DRK-Blutspendedienst Baden-Württemberg;100000;1000000;10 Jahre;;;;
Baden-Württemberg;Universität Ulm (Klinikum);;Neurodegenerationsforschung;Charcot-Stiftung;100000;500000;5 Jahre;;;;
Baden-Württemberg;Universität Ulm (Klinikum);;Neurophysiologie;Hertie-Stiftung;;1000000;8 Jahre;;;;
Baden-Württemberg;Universität Ulm (Klinikum);;Scholz-Stiftungsprofessur für Kinderurologie und minimal invasive Urologie;Stiftung Urologische Forschung;175000;;5 Jahre;2013;;;
Baden-Württemberg;Universität Ulm (ohne Klinikum);;Strategische Unternehmensführung und Finanzierung;Kress, Ulm;200000;2000000;10 Jahre;;;;
Baden-Württemberg;Universität Ulm (ohne Klinikum);;Hybride Quantensysteme;Carl Zeiss;200000;800000;4 Jahre;;;Carl-Zeiss-Stiftung;
Baden-Württemberg;Universität Ulm (ohne Klinikum);;Multiskalenmodellierung in den computergestützten Materialwissenschaften;Dr. Barbara-Mez-Starck-Stiftung;100000;600000;6 Jahre;;;;
Baden-Württemberg;Universität Ulm (ohne Klinikum);;Nachhaltiges Wissen, nachhaltige Bildung, nachhaltiges Wirtschaften;verschiedene Stifter;100000;1000000;10 Jahre;;;;
Baden-Württemberg;Universität Ulm (ohne Klinikum);;Theoretische Quanteninformationsverarbeitung;Alexander von Humboldt Stiftung;700000;3500000;5 Jahre;;;;
Baden-Württemberg;Universität Ulm (ohne Klinikum);;Elektronen- und Ionen-Mikroskopie;Carl Zeiss;150000;750000;5 Jahre;;;Carl-Zeiss-Stiftung;
Baden-Württemberg;FH Aalen;;Direct Customer Relationship Management (Direktvertrieb);Berner Group;;770000;8 Jahre;;;;
Baden-Württemberg;FH Aalen;;Existenzgründung, -sicherung und Betreibsübernahme, Aus- und Weiterbildungskonzepte für KMU;Kreissparkasse Ostalb und die Sparkassenstiftung Ostalb;;370000;5 Jahre;;;;
Baden-Württemberg;FH Aalen;;Werkzeugmaschinen und spanende Fertigungstechnologie;Maschinenfabrik Alfing Kessler GmbH;;390000;5 Jahre;;;;
Baden-Württemberg;FH Aalen;;Werkzeugmaschinen und spanende Fertigungstechnologie;Gesenkschmiede Schneider GmbH;;;;;;;
Baden-Württemberg;FH Aalen;;Werkzeugmaschinen und spanende Fertigungstechnologie;MAPAL Präzisionswerkzeuge;;;;;;;
Baden-Württemberg;FH Aalen;;Werkzeugmaschinen und spanende Fertigungstechnologie;Franz Kessler GmbH;;;;;;;
Baden-Württemberg;FH Aalen;;Werkzeugmaschinen und spanende Fertigungstechnologie;Leitz Werkzeugfabrik;;;;;;;
Baden-Württemberg;FH Aalen;;Studienschwerpunkt Automotive, Lehrgebiet Konstruktion, Maschinenbau und Getriebetechnik;Voith;;770000;10 Jahre;;;;
Baden-Württemberg;FH Aalen;;Gesundheitsökonomie und Management 1;Gmünder Ersatzkasse GEK;;670000;10 Jahre;;;;
Baden-Württemberg;FH Aalen;;Gesundheitsökonomie und Management 2;Gmünder Ersatzkasse GEK;;670000;10 Jahre;;;;
Baden-Württemberg;FH Aalen;;Gesundheit und Sozialwissenschaften;Gmünder Ersatzkasse GEK;;670000;10 Jahre;;;;
Baden-Württemberg;FH Aalen;;Allgemeine Betriebswirtschaft im Gesundheitswesen;Gmünder Ersatzkasse GEK;;670000;10 Jahre;;;;
Baden-Württemberg;Hochschule Albstadt-Sigmaringen (FH);;Steriltechnik;Vetter;;500000;5 Jahre;;;;
Baden-Württemberg;Hochschule Biberach;;Biologie, Zell - und Molekularbiologie;Rentschler;50000;500000;10 Jahre;;;;
Baden-Württemberg;Hochschule Biberach;;Biologie, Zell - und Molekularbiologie;Kreissparkasse Biberach;;;;;;;
Baden-Württemberg;Hochschule Biberach;;Chemie und Biokatalyse;Kreissparkasse Biberach;100000;500000;5 Jahre;;;;
Baden-Württemberg;Hochschule Biberach;;Biotechnologische Produktionsverfahren;Kreissparkasse Biberach;100000;1000000;10 Jahre;;;;
Baden-Württemberg;Hochschule Biberach;;Prozesstechnik in der Biotechnologie;IHK Ulm + 1 privater Stifter;100000;500000;5 Jahre;;;;
Baden-Württemberg;Hochschule Biberach;;Verfahrenstechnik;EnBW;110000;1100000;10 Jahre;;;;
Baden-Württemberg;Hochschule Esslingen (FH);;Betriebswirtschaft, Informationstechniken, Qualitätsmanagement und Marketing in der Fahrzeugtechnik und im Fahrzeugservice;Daimler;;610000;10 Jahre;;;Daimler Chrysler-Fonds;
Baden-Württemberg;Hochschule Esslingen (FH);Fahrzeugtechnik ;Modularisierung in der Fahrzeugentwicklung;Porsche;130000;;5 Jahre;noch nicht besetzt;;;
Baden-Württemberg;Hochschule Esslingen (FH);Mechatronik und Elektrotechnik;Elektrische Antriebe und Energieeffizienz;Kreissparkasse Göppingen;100000;;5 Jahre;2014;;;
Baden-Württemberg;Hochschule Esslingen (FH);Fahrzeugtechnik;Elektrifizierte Nutzfahrzeugantriebe;Daimler;150000;;5 Jahre;2015;;Daimler Chrysler-Fonds;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;Deutsche Telekom;;475000;5 Jahre;2010;;Stifterbund von Dt. Telekom;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;Kabel BW;;;;;;;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;Kellner Telekom;;;;;;;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;Sparkasse Pforzheim Calw;;;;;;;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;Fa. Weigandbau;;;;;;;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;Regionalverband Schwarzwald-Baar-Hauberg;;;;;;;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;Landesanstalt f. Komunikation;;;;;;;
Baden-Württemberg;Hochschule Furtwangen;Digitale Medien;Digitale Infrastruktur im Ländlichen Raum;MLR;;;;;;;
Baden-Württemberg;Hochschule Heilbronn;;Sozialpsychologische Grundlagen des Softeware-Engineering;Gustav-Berger-Stiftung;;610000;10 Jahre;;;;
Baden-Württemberg;Hochschule Heilbronn;;Sozialpsychologische Grundlagen des Softeware-Engineering;Sparkassenstiftung Heilbronn;;;;;;;
Baden-Württemberg;Hochschule Heilbronn;;Sozialpsychologische Grundlagen des Softeware-Engineering;Verein der Freunde an der FH Heilbronn;;;;;;;
Baden-Württemberg;Hochschule Heilbronn;;Allgemeine Betriebswirtschaft;Würth;;610000;10 Jahre;;;Adolf-Würth GmbH;
Baden-Württemberg;Hochschule Heilbronn;;Medienmanagement;Fritz Müller-Stiftung Ingelfingen;;610000;10 Jahre;;;;
Baden-Württemberg;Hochschule Heilbronn;;Medienmanagement;Stiftung Jugend, Natur und Heimat der Sparkasse Hohenlohekreis, Künzelsau;;;;;;;
