Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;;;
;;2008-2009;Verein zur Förderung der Bilanzen und Steuern;Geldleistung;Spende;10500;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Spende für Unterstützung der Lehrstuhlarbeit;;;;
;;2008-2009;Prof. Dr. Isabella Proeller;Geldleistung;Spende;10809,37;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Spende für Professur;;;;
;;2008-2009;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;19315,77;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Stiftungsprofessur für Religi- onswissenschaften Rabbinische Studien;;;;
;;2008-2009;Verein zur Förderung des Hochschulsportes Potsdam e.V.;Geldleistung;Spende;19968;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Spende für Aufstockung von Personal;;;;
;;2008-2009;Akademie Psychotherapie und Interventionsforschung;Geldleistung;Spende;24000;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Spende für das Promotionspro- gramm „Developmental Psy- chopathology and Evidence- based Intervention an der UP“;;;;
;;2008-2009;Stiftung Mercator;Geldleistung;Spende;85000;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Förderunterricht für Kinder und Jugendliche mit Migrationshintergrund;;;;
;;2008-2009;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;109229,4;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Stiftungsjuniorprofessur für Neurokognition;;;;
;;2008-2009;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;287841,1;Förderung wissenschaftlicher Zwecke im Sinne des § 48 Abs. 4 Nr. 1 der Einkommenssteuer- Durchführungsverordnung Stiftungsprofessur für Religionswissenschaften mit dem Schwerpunkt Christentum;;;;
;;2008-2009;Deutsche Forschungsgemeinschaft;Sachleistung (im Rahmen des Drittmittelprojektes);Übereignung nach Projektende;13336,75;Spektralphotometer UV-2401 PC Ce (LV) New EMC;;;;
;;2008-2009;Deutsche Forschungsgemeinschaft;Sachleistung (im Rahmen des Drittmittelprojektes);Übereignung nach Projektende;34787,94;Analytisches HPLC-System;;;;
;;2008-2009;Deutsche Forschungsgemeinschaft;Sachleistung (im Rahmen des Drittmittelprojektes);Übereignung nach Projektende;34789,63;Blickmeßanlage iView X High Speed System;;;;
;;2008-2009;Deutsche Forschungsgemeinschaft;Sachleistung (im Rahmen des Drittmittelprojektes);Übereignung nach Projektende;40024,64;ORCA-ER Digital Camera Setup;;;;
;;2008-2009;Deutsche Forschungsgemeinschaft;Sachleistung (im Rahmen des Drittmittelprojektes);Übereignung nach Projektende;72326;Digitales Imagingsystem für schnelle radiometrische Experimente;;;;
;;2008-2009;Deutsche Forschungsgemeinschaft;Sachleistung (im Rahmen des Drittmittelprojektes);Übereignung nach Projektende;260515,69;Autolaqb,Magnetschwingrührer, Multipass Cell, Sauerstoffmessgerät, PicoQuant Micro Time 200;;;;
;;2010;Akademie für Psychotherapie und Interventionsforschung;Geldleistung;Spende;9000;Forschungsförderung;;;;
;;2010;IBM;Geldleistung;Spende;5000;Forschungsförderung;;;;
;;2010;Brandenburgischer Verein für Gesundheit;Geldleistung;Spende;20000;Forschungsförderung;;;;
;;2010;PricewaterhouseCoopers;Geldleistung;Spende;5734,2;Unterstützung der Lehrstuhlarbeit;;;;
;;2010;PricewaterhouseCoopers;Geldleistung;Spende;5734,2;Unterstützung;;;;
;;2010;Clementia e.V.;Geldleistung;Spende;7000;Unterstützung Publikationsreihe;;;;
;;2010;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;10000;Personalförderung;;;;
;;2010;Glenn Janes;Geldleistung;Spende;10000;Spende Tell Basta;;;;
;;2010;Instituto Di Cibernetica e Biofisica;Geldleistung;Spende;5000;Spende Uni of Oklahoma;;;;
;;2010;KPMG;Sachleistung;Spende;14972,19;Verzicht auf Beratungshonorar;;;;
;;2010;KPMG;Geldleistung;Spende;8927,01;Verzicht auf Beratungshonorar;;;;
;;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;338200;Forschungsförderung;;;;
;;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;10089,18;Forschungsförderung;;;;
;;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;10089,18;Forschungsförderung;;;;
;;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;10089,18;Forschungsförderung;;;;
;;2010;Verein der Freunde und Förderer Jur. Fakultät;Geldleistung;Spende;9600;Preisgeld für beste Studierende und Promovenden (Wolf-Rüdiger-Bub-Preis);;;;
;;2010;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;31450;HPLC System;;;;
;;2010;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;9023;Monolithischer Ringlaser Mephisto OEM;;;;
;;2010;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;148743;Laserpumpenkammersystem;;;;
;;2011;Institut für Spielanalyse GmbH;Geldleistung;Spende;5000;Spielanalyse;;;;
;;2011;Egypt Exploration Society;Geldleistung;Spende;7032,95;Spende Tell Basta;;;;
;;2011;PricewaterhouseCoopers;Geldleistung;Spende;6000;Unterstützung Lehrstuhlarbeit;;;;
;;2011;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;20000;Personalförderung;;;;
;;2011;Instituto Di Cibernetica e Biofisica;Geldleistung;Spende;5000;Spende Uni of Oklahoma;;;;
;;2011;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;10000;Personalförderung;;;;
;;2011;Dt. Stiftung Trad. Chines.;Geldleistung;Spende;18000;Forschung;;;;
;;2011;Deutsche Bank;Geldleistung;Spende;5000;"""Außergewöhnliche Lehrforschungsvorhaben“";;;;
;;2011;Stiftung Mercator;Geldleistung;Sponsoring;22366;Förderung eines Doktorandenworkshops in Peking;;;;
;;2011;KPMG;Sachleistung;Spende;7679,96;Verzicht a. Beratungshonorar;;;;
;;2011;Prof. Dr. Claus-Steffen Mahnkopf;Sachleistung;Spende;6727,73;Spende Universitätsbibliothek Babelsberg;;;;
;;2011;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;5765;Forschungsförderung;;;;
;;2011;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;15434,1;Forschungsförderung;;;;
;;2011;Verein der Freunde und Förderer Jur. Fakultät;Geldleistung;Spende;10800;Preisgeld für beste Studierende und Promovenden (Wolf-Rüdiger-Bub-Preis);;;;
;;2011;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;11125;25 Transponderlesestationen;;;;
;;2012;Selbsthilfeverein Nutzer i.L.;Geldleistung;Spende;8823;"Spende Promotionssti-
pendium";;;;
;;2012;Burkhardt, Doris;Geldleistung;Spende;5000;"Spende Militärgeschich-
te";;;;
;;2012;Deutsche Telekom;Geldleistung;Spende;5000;Spende Studienberatung;;;;
;;2012;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;40000;Spende Personalaufstockung;;;;
;;2012;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;30000;Spende Personalaufstockung;;;;
;;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;16338,29;Stiftungsprofessur Neurolinguistik;;;;
;;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;60172,96;Stiftungsprofessur Neurolinguistik;;;;
;;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;50000;Spende interaktive Grundlehre;;;;
;;2012;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Klinik am See;Geldleistung;Spende;16666,67;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Median Kliniken;Geldleistung;Spende;16666,67;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Klinik am See;Geldleistung;Spende;16666,67;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Median Kliniken;Geldleistung;Spende;16666,67;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Median Kliniken;Geldleistung;Spende;16666,66;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,66;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;Klinik am See;Geldleistung;Spende;16666,66;"Stiftungsprofessur Re-
habilitationswissen- schaften";;;;
;;2012;"Deutsche Forschungsgemein-
schaft Bonn";Sachleistung;Schenkung;23050;"Übereignung Kraft-
messlatte mit Zubehör zur Nutzung am Institut für Psychologie";;;;
;;2012;"Deutsche Forschungsgemein-
schaft Bonn";Sachleistung;Schenkung;49089;"Übereignung CMG-3T
Broadband Digital Out- put Velocity Seismome- ter mit Zubehör";;;;
;;2013;Selbsthilfeverein Nutzer i. L.;Geldleistung;Spende;8824;Spende Promotionsstipendium;;;;
;;2013;Hamburger Stiftung zur Förderung von Wissenschaft;Geldleistung;Spende;20000;Spende Konferenz Kinderrechte;;;;
;;2013;Loschelder, Michael und Mech.;Geldleistung;Spende;5000;Spende für ausländische Studierende ;; ;;
;;2013;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;60000;Spende Aufstockung Personal;;;;
;;2013;Abraham Geiger Kolleg GmbH;Geldleistung;Spende;5400;Spende Deutschlandstipendium;;;;
;;2013;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;30000;Spende Aufstockung Personal;;;;
;;2013;Rotary International Distrikt 1940;Geldleistung;Spende;5400;Spende Deutschlandstipendium;;;;
;;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;7343,6;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Klinik am See;Geldleistung;Spende;7343,59;"Stiftungsprofessur Rehabilita-
tionswissenschaften";;;;
;;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Klinik am See;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Median Kliniken;Geldleistung;Spende;24010,26;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Median Kliniken;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Klinik am See;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Klinik am See;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Median Kliniken;Geldleistung;Spende;16666,67;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Median Kliniken;Geldleistung;Spende;16666,66;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,65;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Klinik am See;Geldleistung;Spende;16666,66;"Stiftungsprofessur
Rehabilitationswissenschaften";;;;
;;2013;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;12543,24;Stiftungsprofessur Neurolinguistik;;;;
;;2013;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;12543,24;Stiftungsprofessur Neurolinguistik;;;;
;;2013;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;16666,67;Stiftungsprofessur Neurolinguistik;;;;
;;2013;Deutsches Institut für Erwachsenenbildung;Geldleistung;Sponsoring;6000;Sponsoring Konferenz Kinderrechte;;;;
;;2013;Bosch;Geldleistung;Sponsoring;10000;Sponsoring Konferenz Kinderrechte;Robert-Bosch-Stiftung;;;
;;2013;Max-Träger-Stiftung;Geldleistung;Sponsoring;5000;"Sponsoring
Konferenz Kinderrechte";;;;
;;2013;"Deutsche Forschungsge-
meinschaft Bonn";Sachleistung;Schenkung;50000;"2x zweistufige nichtkollinear
gepumpte OPA-Systeme mit Zubehör zur Nutzung im Insti- tut für Physik und Astronomie";;;;
;;2013;"Deutsche Forschungsge-
meinschaft Bonn";Sachleistung;Schenkung;180070,8;"Nd: YAG-Laserköpfe mit Zu-
behör zur Nutzung im Institut für Physik und Astronomie";;;;
;;2013;"Deutsche Forschungsge-
meinschaft Bonn";Sachleistung;Schenkung;25704;"Seed Laser mit Zubehör zur
Nutzung im Institut für Che- mie";;;;
;;2013;"Deutsche Forschungsge-
meinschaft Bonn";Sachleistung;Schenkung;10185,21;"VARISPEC Tunable Imaging
Filter zur Nutzung im Institut für Chemie";;;;
;Brandenburgische Technische Universität Cottbus;2006-2007;Kjellberg-Stiftung;Geldleistung;Spende;5000;Wissenschaftlicher Zweck;;;;
;;2006-2007;Bauerfeind;Geldleistung;Spende;8000;Wissenschaftlicher Zweck;;;;
;;2006-2007;Wolfgang Stoffels, Neu- säss-Westheim;Sachleistung;Spende;5260;Wissenschaftlicher Zweck;;;;
;;2006-2007;Prof. Vierhaus, Cottbus;Sachleistung;Spende;5823,98;Wissenschaftlicher Zweck;;;;
;;2006-2007;Vattenfall;Sachleistung;Sponsoring;7080;KinderCampus WS 2006;Vattenfall Europe Generation;;;
;;2006-2007;DigAnaRS Inc;Sachleistung;Schenkung;5000;CFD Simulation, Russbil- dung in Dieselmotoren;;;;
;;2006-2007;Siemens;Geldleistung;Sponsoring;7619,15;Catering für Innovationstag;;;;
;;2006-2007;Dr. Alfred W. Doderer-Winkler;Geldleistung;Spende;5500;Wissenschaftlicher Zweck;;;;
;;2006-2007;Sparkasse Spree-Neiße;Geldleistung;Spende;11000;Wissenschaftlicher Zweck;;;;
;;2006-2007;Deutsche Bank;Geldleistung;Spende;10000;Wissenschaftlicher Zweck;;;;
;;2006-2007;Wankel SuperTec GmbH;Geldleistung;Spende;6000;Wissenschaftlicher Zweck;;;;
;;2006-2007;Agilent Technologies Deutschland GmbH;Sachleistung;Sponsoring;50000;Ausbildung von Studenten und PhDs;;;;
;;2006-2007;Siemens;Geldleistung;Sponsoring;6972,99;Catering für Innovationstag 2007 - Veranstaltet von CEBra Research / LS EVH;;;;
;;2006-2007;Förderverein der BTU Cottbus;Geldleistung;Spende;5000;KinderCampus SoSe und WS 2007;;;;
;;2006-2007;CD Adapco;Sachleistung;Sponsoring (Kostenlose Nutzung);10000;CFD Simulation, Motoren, Nanopartikel Herstellung, CVD Herstellung;;;;
;;2006-2007;DigAnaRS Inc;Sachleistung;Sponsoring (Kostenlose Nutzung);10000;Chemie Simulation, Verbrennung Schadstoff- bildung;;;;
;;2006-2007;Pestalozzi-Fröbel-Haus Berlin;Geldleistung;Spende;5000;Spende privater Honorare Frau Prof. Dr. Horstkemper zweckgebunden für die Professur zur freien Verfügung;;;;
;;2008-2009;AOK;Sachleistung;Sponsoring;5000;Papier für SB-Terminals für Studierende;;;;
;;2008-2009;Kjellberg-Stiftung;Geldleistung;Spende;5000;Förderung Lehre und Forschung;;;;
;;2008-2009;Damien Hirst ESQ;Geldleistung;Spende;12415;Förderung Lehre und Forschung;;;;
;;2008-2009;Pro-Qual Ingenieurbüro;Geldleistung;Spende;5000;F3, JP Angewandte Medienwissenschaften, Film- und Videoproduktion;;;;
;;2008-2009;Rolls-Royce;Geldleistung;Spende;5000;Aufbau Schülerlabor;;;;
;;2008-2009;Sparkasse Spree-Neiße;Geldleistung;Spende;5000;Chipkartenprojekt;;;;
;;2008-2009;Sparkasse Spree-Neiße;Geldleistung;Spende;5000;CH 2009 – Kongress (3. Internationaler Kongress für Baugeschichte);;;;
;;2008-2009;Techniker Krankenkasse;Geldleistung;Sponsoring;5000;"Kooperationsvertrag zu: Unterstützung der Arbeit des Career Center; Maßnahmen zur Karriereförderung; Zusatzqualifikationsangebote; Teilnahme an der Firmenkontaktmesse; Studentische Arbeiten auf dem Hochschulball";;;;
;;2008-2009;AOK;Geldleistung;Sponsoring;10500;"Kooperationsvertrag zu: Unterstützung der Arbeit des Career Center; Maßnahmen zur Karriereförderung; Zusatzqualifikationsangebote; Teilnahme an der Firmenkontaktmesse; Studentische Arbeiten auf dem Hochschulball";;;;
;;2008-2009;Förderverein der BTU;Geldleistung;Spende;6000;WHS Konferenz 2009;;;;
;;2008-2009;Prof. Roland Koch, Bad Muskau;Geldleistung;Spende;6500;Lehrstuhl Wassertechnik…, Forschung Neutralisierung von sauren Tagebauseen;;;;
;;2008-2009;Prof. Ulrich L. Rohde;Sachleistung;Spende;6613,63;Lehrstuhl Mikroelektronik;;;;
;;2008-2009;Förderverein der BTU;Geldleistung;Spende;7000;Preisgeld für beste Dissertation;;;;
;;2008-2009;Prof. Vierhaus;Sachleistung;Spende;7566,51;IKMZ, Erweiterung Medienangebot (Informations-, Kommunikationsund Multimediazentrum);;;;
;;2008-2009;Herr große Holthaus/PROFI;Sachleistung;Spende;7800;IKMZ, Erweiterung Medienangebot;;;;
;;2008-2009;Sparkasse Spree-Neiße;Geldleistung;Spende;8000;BTU-Ball;;;;
;;2008-2009;Wankel SuperTec GmbH;Geldleistung;Spende;11210,5;Stipendium;;;;
;;2008-2009;Dr. Adolf Doderer, Melsbach;Geldleistung;Spende;11750;Lehrstuhl Baugeschichte, Kathedrale Santiago de Compostale;;;;
;;2008-2009;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Präsidialamt, Struckmann-Stifterpreis;;;;
;;2008-2009;Pro-Qual Ingenieurbüro;Geldleistung;Spende;18800;Symposium;;;;
;;2008-2009;Max-Grünebaum-Stiftung;Geldleistung;Spende;32000;Theater-Projekt;;;;
;;2010;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Struckmann Preisgeld;;;;
;;2010;Vattenfall;Geldleistung;Spende;15000;Zuwendung Tagung SFB/TRR 37 Sonderforschungsbereich/Transregio;Vattenfall Europe Mining AG;;;
;;2010;Doderer-Winkler, Alfred Dr.-Ing.;Geldleistung;Spende;5750;Lehre/Forschung;;;;
;;2010;MLP AG;Dienst-/Sachleistung;Sponsoring;5600;Zusatzqualifikationsangebote;;;;
;;2011;Holzhauer, Helmut, Dr.;Geldleistung;Spende;44000;Zweckgebundene Zuwendung;;;;
;;2011;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Struckmannpreis;;;;
;;2011;Doderer-Winkler, Alfred Dr.-Ing.;Geldleistung;Spende;5750;Projektarbeit;;;;
;;2011;Bilfinger Berger;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2011;Bilfinger Berger;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2011;Siemens;Geldleistung;Sponsoring;23800;Ausrichtung 20 Jahre BTU;;;;
;;2011;LR Medienverlag und Druckerei GmbH;Dienst-/Sachleistung;Sponsoring;20000;Sonderveröffentlichung der LR zum 20. Jahrestag Brandenburgisch Technische Universität Cottbus;;;;
;;2011;Förderverein der BTU Cottbus e.V.;Geldleistung;Spende;13025,8;Festschrift der BTU Cottbus;;;;
;;2011;Kjellberg-Stiftung;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2011;MLP AG;Dienst-/Sachleistung;Sponsoring;5600;Zusatzqualifikationsangebote;;;;
;;2010-2011;Sparkasse Spree-Neiße;Geldleistung;;25000;Ausrichtung 20 Jahre BTU;;;;
;;2010-2011;RBB;Dienst-/Sachleistung;;10000;Werbung Konzert 20. Jahrestag Brandenburgisch Technische Universität Cottbus;;;;
;;2012;Dr. Doderer-Winkler;Geldleistung;Spende;5750;"Unterstützung des For-
schungsprojektes San- tiago de Compostela";;;;
;;2012;Kjellberg-Stiftung;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2012;Stiftung Mercator;Geldleistung;Spende;55000;"Mittelabruf für Lehre,
Forschung und Kom- munikation im Bauwe- sen";;;;
;;2012;Dr. Richard Pyritz;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2012;Bilfinger Berger;Geldleistung;Spende;10800;Deutschlandstipendium;;;;
;;2012;envia;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2012;Stiftung Mercator;Geldleistung;Spende;55000;"Mittelabruf für Lehre,
Forschung und Kom- munikation im Bauwe- sen";;;;
;;2012;Deutsche Kreditbank;Geldleistung;Spende;5400;"3 Deutschlandstipendi-
en";;;;
;;2012;Wankel SuperTec GmbH;Geldleistung;Spende;7500;"Matching Funds-
Programm - Stibet- Doktorantenförderung für Hr. Marijan Mykha- lyuk";;;;
;;2012;Kisters AG;Sachleistung;Spende;10000;"2 gebrauchte Geräte
(Liebert Hipulse USV und pentadyne Flywhell";;;;
;;2012;Siemens;Sachleistung;Spende;17339,08;e car Charcing;;;;
;;2012;Sparkasse Spree-Neiße;Geldleistung;Sponsoring;5000;Hochschulball 25.10.12;;;;
;;2012;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Dr. Meyer-Struckmann Wissenschaftspreis;;;;
;;2013;Rohde Familien Holding;Geldleistung;Spende;10000;Unterstützung BTU erhalten ;;;;
;;2013;Dr. Alfred W. Doderer-Winkler;Geldleistung;Spende;5750;"Forschungsprojekt ""Santiago
de Compostela""";;;;
;;2013;Rotary International Dr. Pyritz;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2013;Stiftung Mercator;Geldleistung;Spende;55000;"Mittelabruf für Lehre, For-
schung und Kommunikation im Bauwesen";;;;
;;2013;Kjellberg-Stiftung;Geldleistung;Spende;5400;Deutschlandstipendien;;;;
;;2013;Bilfinger Berger;Geldleistung;Spende;10800;Deutschlandstipendien;;;;
;;2013;Ulrich L. Rohde Stiftung;Geldleistung;Spende;5000;"Reisekosten für Hochfre-
quenz und Mikrowellentechnik";;;;
;;2013;Wankel SuperTec GmbH;Geldleistung;Spende;7500;Matching Fund-Programm;;;;
;;2013;Stiftung Mercator;Geldleistung;Spende;55000;"Mittelabruf für Lehre, For-
schung und Kommunikation im Bauwesen";;;;
;;2013;Deutsche Kreditbank;Geldleistung;Spende;5400;Deutschlandstipendium;;;;
;;2013;AFA AG;Geldleistung;Spende;7000;Deutschlandstipendium;;;;
;;2013;Rohde Familien Holding;Sachleistung;Spende;16980;Möbel und Geräte;;;;
;;2013;Sparkasse Spree-Neiße;Geldleistung;Sponsoring;5000;Dies Academicus 11.06.13;;;;
;;2013;Sparkasse Spree-Neiße;Geldleistung;Sponsoring;6000;Hochschulball 24.10.13;;;;
;;2013;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Dr. Meyer-Struckmann Wissenschaftspreis;;;;
;;2013;MLP AG;Dienst-/Sachleistung;Sponsoring;5400;Zusatzqualifikationsangebote;;;;
;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Investor Center Ostbrandenburg;Geldleistung;Spende;5000;Eröffnung Jakobsweg;;;;
;;2006-2007;Arclor GmbH;Geldleistung;Spende;18000;500 Jahre Europa Universität Viadrina;;;;
;;2006-2007;Förderkreis EUV;Geldleistung;Spende;10000;500 Jahre Europa Universität Viadrina;;;;
;;2006-2007;Sparkassen Stiftung;Geldleistung;Spende;20000;500 Jahre Europa Universität Viadrina;;;;
;;2006-2007;ASTA FFO;Geldleistung;Spende;6000;500 Jahre Europa Universität Viadrina;;;;
;;2006-2007;Messe und Veranstaltungs GmbH;Geldleistung;Spende;5000;500 Jahre Europa Universität Viadrina;;;;
;;2006-2007;Wohnbau und Wohnungs- wirtschaft;Geldleistung;Spende;10500;Stipendium;;;;
;;2006-2007;Sparkasse Oder- Spree;Geldleistung;Sponsoring;5000;Druck Studienführer;;;;
;;2006-2007;Messe und Veranstaltungs GmbH;Geldleistung;Spende;8836;UNITHEA;;;;
;;2006-2007;Johannes Dauzenroth;Sachleistung;Schenkung;7456,5;Fachbücher;;;;
;;2006-2007;Florian Felix Weyh Berlin;Sachleistung;Schenkung;6750;Fachbücher;;;;
;;2006-2007;Der Tagesspiegel;Geldleistung;Sponsoring;26145,24;Chipkarten für Studenten und Mitarbeiter;;;;
;;2008-2009;Marga und Kurt Möllgard-Stiftung;Geldleistung;Spende;5000;Sommeruni Kaliningrad;;;;
;;2008-2009;M. DuMont Schauburg Expedition;Geldleistung;Spende;5000;Projekt Medienrecht;;;;
;;2008-2009;Westdeutsche Allgemeine Zeitung;Geldleistung;Spende;8000;Projekt Medienrecht;;;;
;;2008-2009;Bahlsen;Geldleistung;Spende;7500;Projekt INTRAG;;;;
;;2008-2009;Horst Görtz Stiftung;Geldleistung;Spende;24750;Projekt INTRAG;;;;
;;2008-2009;NSA AG;Geldleistung;Sponsoring;25000;Projekt INTRAG;;;;
;;2008-2009;International Academy;Geldleistung;Sponsoring;29750;Projekt INTRAG;;;;
;;2008-2009;IGBM Internationale Gesellschaft;Geldleistung;Spende;35000;Projekt INTRAG;;;;
;;2008-2009;Biologische Heilmittel GmbH;Geldleistung;Sponsoring;50000;Projekt INTRAG;;;;
;;2008-2009;Shimane Japan;Geldleistung;Sponsoring;70000;Projekt INTRAG;;;;
;;2008-2009;SpaceMed AG;Geldleistung;Sponsoring;72000;Projekt INTRAG;;;;
;;2008-2009;Stiftung der Sparkasse Oder-Spree;Geldleistung;Spende;5000;Projekt Bewegte Stadt – Bewegte Zeit;;;;
;;2008-2009;ArcelorMittal;Geldleistung;Spende;5000;Stipendien;;;;
;;2008-2009;Detjen-Stiftung;Geldleistung;Spende;5000;Vermögensstock;;;;
;;2008-2009;W. Plaschke;Geldleistung;Spende;5000;Vermögensstock;;;;
;;2008-2009;M. Patzelt;Geldleistung;Spende;5000;Vermögensstock;;;;
;;2008-2009;Ärzte KV;Geldleistung;Spende;5000;Vermögensstock;;;;
;;2008-2009;Autohaus Franz;Geldleistung;Spende;10000;Vermögensstock;;;;
;;2008-2009;Vulkan Energie;Geldleistung;Spende;10000;Vermögensstock;;;;
;;2008-2009;Becker & Armbrust GmbH;Geldleistung;Spende;10000;Vermögensstock;;;;
;;2008-2009;Elektro Jahn;Geldleistung;Spende;12000;Vermögensstock;;;;
;;2008-2009;Prof. Dr. Schwan;Geldleistung;Spende;20000;Vermögensstock;;;;
;;2008-2009;Sparkasse Oder-Spree;Geldleistung;Spende;40000;Vermögensstock;;;;
;;2008-2009;Qualifizierungszentrum d. W.;Geldleistung;Spende;90000;Vermögensstock;;;;
;;2008-2009;G. Mebus-Pleugner;Geldleistung;Spende;100000;Vermögensstock;;;;
;;2008-2009;Weltkugelstiftung;Geldleistung;Spende;5100;Stipendien;;;;
;;2008-2009;Wohnungswirtschaft Frankfurt Oder;Geldleistung;Spende;5750;Stipendien;;;;
;;2008-2009;Metro AG;Geldleistung;Spende;6000;Stipendien;;;;
;;2008-2009;Mebus-Pleuger, Gabriella;Geldleistung;Spende;6000;Stipendien;;;;
;;2008-2009;FAZIT-Stiftung;Geldleistung;Spende;7200;Stipendien;;;;
;;2008-2009;Marga und Kurt Möllgard-Stiftung;Geldleistung;Spende;33500;Stipendien;;;;
