Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;;;
;;2012;S163 Deutsche Leberstiftung;Geldleistung;Spende;12000;Veranstaltung;;;;
;;2012;Schulz,Dr.Thomas;Geldleistung;Spende;40000;Forschung;;;;
;;2012;Selbsthilfe Nierenkranker Kinder e.V.;Geldleistung;Spende;1000;Verbesserung der Patientenversorgung;;;;
;;2012;Seyffarth, Volke;Geldleistung;Spende;1600;Forschung;;;;
;;2012;Shrstha, Malakh Lal;Geldleistung;Spende;5000;Forschung;;;;
;;2012;Sinoma GmbH;Geldleistung;Spende;3510,24;Veranstaltung;;;;
;;2012;Sophia Kindergeneeskunde;Geldleistung;Spende;2750;Forschung;;;;
;;2012;Sorin S.P.A.;Geldleistung;Spende;3000;Forschung;;;;
;;2012;Sparda Bank Hannover-Stiftung;Geldleistung;Spende;20000;Veranstaltung;;;;
;;2012;Sterna Biologicals GmbH & Co. KG;Geldleistung;Spende;20000;Wiss. Zwecke;;;;
;;2012;Straumann GmbH;Geldleistung;Spende;38000;Wiss. Zwecke;;;;
;;2012;TUI;Geldleistung;Spende;1500;Verbesserung der Patientenversorgung;;;;
;;2012;TUI;Geldleistung;Spende;2000;Veranstaltung;;;;
;;2012;Uniklinikum Essen;Geldleistung;Spende;1000;Veranstaltung;;;;
;;2012;Vascutek Deutschland GmbH;Geldleistung;Spende;2000;Forschung;;;;
;;2012;Vascutek Deutschland GmbH;Geldleistung;Spende;5000;Wiss. Zwecke;;;;
;;2012;Volksbank in Schaumburg e.G.;Geldleistung;Spende;2500;Forschung;;;;
;;2012;Welge, Dr. Manfred;Geldleistung;Spende;1500;Forschung;;;;
;;2012;Weski, Veronika;Geldleistung;Spende;1000;Forschung;;;;
;;2012;Zettec,Schmidt,Wolfga;Geldleistung;Spende;2500;Verbesserung der Patientenversorgung;;;;
;;2012;Zoell, Wolfgang;Geldleistung;Spende;1000;Forschung;;;;
;Technische Universität Braunschweig;2012;act! Consulting GmbH;Geldleistung;Sponsoring;2000;Multikonferenz Informatik 2012;;;;
;;2012;Opel;gebrauchte Getriebe;Spende;5125,47;studentische Arbeiten;;;;
;;2012;ADAS Consulting GmbH;Geldleistung;Spende;2285,98;Kfz-Versicherung Audi A6;;;;
;;2012;Adolf Messer Stiftung;Geldleistung;Spende;5000;Stipendium Internationale Sommerkurse;;;;
;;2012;Architektengruppe Schweitzer GmbH;Geldleistung;Spende;10000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;Assmann Beraten + Planen GmbH;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;;2012;AUDI AG;Audi A6;Schenkung;50000;Einsatz in Forschung und Lehre;;;;
;;2012;Baker Hughes Inteq GmbH;Geldleistung;Sponsoring;4000;Ideenwettbewerb MacGyver;;;;
;;2012;Bartos-Höppner-Stiftung;Geldleistung;Spende;2000;Kinderbuchsammlung der UB;;;;
;;2012;BASF;Geldleistung;Spende;1500;Unkrauttagung 2012;;;;
;;2012;Baugenossenschaft Wiederaufbau EG;Geldleistung;Spende;3000;kein Verwendungshinweis;;;;
;;2012;Bayer;Geldleistung;Sponsoring;1500;Unkrauttagung;Bayer CropScience Deutschland GmbH;;;
;;2012;Bayer;Geldleistung;Sponsoring;1000;"VAAM International Symposium ""Biology and Chemistry of Antibio-tic- Producing Bacteria and Fungi""";Bayer Pharma AG;;;
;;2012;bene pharmaChem GmbH & Co. KG;Geldleistung;Spende;25000;Forschung und Lehre;;;;
;;2012;Braunschweiger Hochschulbund;Geldleistung;Spende;2000;Mineralienkabinett;;;;
;;2012;Braunschweiger Hochschulbund;Geldleistung;Sponsoring;2000;Jahrbuch;;;;
;;2012;Braunschweigische Landessparkasse;Geldleistung;Spende;10000;Veranstaltung Kinder-Uni 2012;;;;
;;2012;Braunschweiger Hochschulbund;Geldleistung;Spende;2000;"Projekt ""Grüne Schule 50""";;;;
;;2012;Braunschweiger Hochschulbund;Geldleistung;Schenkung;1250;Durchführ. von 2 Absolventenfeien;;;;
;;2012;Braunschweiger Hochschulbund;Geldleistung;Spende;21600;Deutschlandstipendien;;;;
;;2012;Braunschweiger Hochschulbund;Geldleistung;Spende;10600;Veranstaltung TU-NIGHT 2012;;;;
;;2012;Braunschweiger Hochschulbund;Geldleistung;Spende;1250;Stipendium Internationale Sommerkurse;;;;
;;2012;Brunel;Geldleistung;Sponsoring;5000;Hochschulsport;;;;
;;2012;Brunel;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;;2012;BS Energy;Geldleistung;Sponsoring;2082,5;Preisgelder für Gewinner des Studentenwettbewerbs Nördliches Ringgleis;;;;
;;2012;BS Energy;Geldleistung;Sponsoring;5950;Organisation des BS-Energy Mitarbeiterfestes;;;;
;;2012;BS Energy;Geldleistung;Sponsoring;1500;Stud.Wettbew.Nördl.Ringgleis;;;;
;;2012;Bühler GmbH;Geldleistung;Spende;3600;Deutschlandstipendien;;;;
;;2012;Bühler GmbH;Geldleistung;Spende;1000;"Projekt ""Grüne Schule 50""";;;;
;;2012;CKC AG;Geldleistung;Sponsoring;2500;Multikonferenz Informatik 2012;;;;
;;2012;Continental;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;;2012;CoPiloten GmbH;Geldleistung;Sponsoring;1200;Multikonferenz Informatik 2012;;;;
;;2012;Daimler;Sachleistung;Spende;5600;2 Motoren dienen zu Forschungszwecken 3 Motoren dienen zur Ausstellung;;;;
;;2012;Deutsche Telekom;Geldleistung;Sponsoring;19500;Multikonferenz Informatik 2012;;;;
;;2012;Dobeneck-Technologie-Stiftung;Geldleistung;Spende;50000;"wissenschaftliche Zwecke; Forschungsvorhaben Laserschweißen im Vakuum";;;;
;;2012;Doris Hartmann-Eggeling und Klaus-Dieter Eggeling;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;;2012;Dow AgroSciences GmbH;Geldleistung;Sponsoring;1260,5;Unkrauttagung;;;;
;;2012;Dr. B. Krone Stiftung GmbH;Geldleistung;Spende;1500;Stipendium Internationale Sommerkurse;;;;
;;2012;Dräger Medical Deutschland GmbH;Geldleistung;Spende;20000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;Du Pont de Nemours;Geldleistung;Spende;1500;Unkrauttagung 2012;;;;
;;2012;DVS Digital Video Systems GmbH;Reisekostenzuschuss;Spende;3000;Konferenzteilnahme H.Hensel u.H. Ince;;;;
;;2012;E. Gerstner Stiftung;Geldleistung;Spende;1400;Förderung Workshop;;;;
;;2012;Eaton Electric GmbH;elektrische Produkte;Spende;1978,2;Unterstützung der Forschungen am IMT;;;;
;;2012;Ebert-Ing.;Geldleistung;Sponsoring;10000;Konferenz;;;;
;;2012;eck*cellent GmbH;Geldleistung;Sponsoring;3000;Multikonferenz Informatik 2012;;;;
;;2012;ELPRO Elektronik-Produkt-Recycling GmbH;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;;2012;Energydesign;Geldleistung;Sponsoring;10000;Konferenz;;;;
;;2012;Erich Mundstock Stiftung;Geldleistung;Spende;2000;Stipendien;;;;
;;2012;ETA - Elektrotechnische Apparate GmbH;Geldleistung;Spende;23400;wissenschaftliche Förderung;;;;
;;2012;ETAPS e. V.;Geldleistung;Spende;4000;Logical Methods in Computer Science (Online Journal);;;;
;;2012;Feinchemie Schwebda;Geldleistung;Spende;1500;Unkrauttagung 2012;;;;
;;2012;Ferchau Engineering GmbH;Geldleistung;Spende;3600;Deutschlandstipendien;;;;
;;2012;Ficht Fahrzeug + Marientechnik GmbH & Co. KG;Sachleistung;Spende;5950;dient zur Ausstellung;;;;
;;2012;Fonds der Chemischen Industrie;Geldleistung;Spende;3200;10th Ferrocene Colloquium 2012;;;;
;;2012;Freunde des Braunschweiger Botanischen Gartens;Geldleistung;Spende;1000;"Projekt ""Grüne Schule 50""";;;;
;;2012;Friede Springer-Stiftung;Geldleistung;Spende;1000;"Projekt ""Grüne Schule 50""";;;;
;;2012;Friedhelm Loh;Geldleistung;Spende;2265,53;Unterstützung der Forschungen am IMT;;;;
;;2012;Fulst GmbH, Braunschwg.;Geldleistung;Spende;35000;Förderg.Wissenschaft u.Forschung;;;;
;;2012;GEA Air Treatment GmbH;Sachleistung;Spende;2707,25;Förderg.Wissenschaft u.Forschung;;;;
;;2012;George P. Johnson GmbH;Geldleistung;Sponsoring;8000;Multikonferenz Informatik 2012;;;;
;;2012;Helmholtz-Zentrum für Infektionsforschung Braunschweig;Geldleistung;Sponsoring;1300;"VAAM International Symposium ""Biology and Chemistry of Antibiotic- Producing Bacteria and Fungi""";;;;
;;2012;Henkel AG;Geldleistung;Spende;1000;"Projekt ""Grüne Schule 50""";;;;
;;2012;Herr Dr.-Ing. E.h. Udo-Willi Kögler und Frau Christine Kögler;Geldleistung;Spende;6000;Walter-Kertz-Studienpreis 2012;;;;
;;2012;Herrenknecht AG;Geldleistung;Spende;5000;Stipendium Internationale Sommerkurse;;;;
;;2012;hhpberlin Ingenieure für Brandschutz GmbH;Geldleistung;Spende;2150;Wissenschaftliche Zweck;;;;
;;2012;HOCHTIEF Solutions AG;Geldleistung;Spende;21500;Wissenschaftliche Zweck;;;;
;;2012;Hofbrauhaus Wolters;Geldleistung;Sponsoring;15000;Hochschulsport;;;;
;;2012;Industrie- und Handelskammer Braunschweig;Geldleistung;Spende;3600;Deutschlandstipendien;;;;
;;2012;Industrie- und Handelskammer Braunschweig;Geldleistung;Spende;1250;Stipendium Internationale Sommerkurse;;;;
;;2012;Innovationsgesellschaft Technische Universität Braunschweig mbH;Geldleistung;Spende;10000;Deutschlandstipendien;;;;
;;2012;Intel GmbH;Geldleistung;Spende;10000;Stipendien;;;;
;;2012;ISR Information Products AG;Geldleistung;Sponsoring;1000;wissenschaftliche Zwecke;;;;
;;2012;Karl E, Brinkmann GmbH;Frequenzumrichter mit Netzdrossel, Bremswiderstand, Funkentstörfilter, Geberkabel und Nebenkosten;Spende;1504,21;Erweiterung einer Heissfilm-Kalibriereinheit;;;;
;;2012;Katholischer Hospitalverbund Hellweg, Unna;Geldleistung;Spende;5000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;Laves-Stiftung;Geldleistung;Spende;1500;Unterstützung Vortragsreihe „Architekturpositionen;;;;
;;2012;M Plan GmbH;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;;2012;Markmann GmbH;Sachspende;Spende;2958,27;Material;;;;
;;2012;Mawe-beratung GmbH;Geldleistung;Spende;2000;Stipendium für 2 Studierende;;;;
;;2012;Miele & Cie. KG;Geldleistung;Spende;8100;Deutschlandstipendien;;;;
;;2012;Miele & Cie. KG;Geldleistung;Spende;20000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;MT-Propeller Entwicklung GmbH;Sachleistung;Spende;5950;dient zur Ausstellung;;;;
;;2012;MTU Maintenance;Geldleistung;Spende;10800;Deutschlandstipendien;;;;
;;2012;Mundstock Stiftung;Geldleistung;Spende;9933,8;Grüne Lernfabrik;;;;
;;2012;NiedersachsenMetall e. V.;Geldleistung;Sponsoring;5000;RATUBS/Institutsbroschüre;;;;
;;2012;Öffentliche Versicherung Braunschweig;Geldleistung;Sponsoring;9250;Hochschulsport;;;;
;;2012;Online GmbH;Geldleistung;Spende;10000;Grüne Lernfabrik;;;;
;;2012;Phoenix Contact;Elektrotechnik-Produkte;Spende;7216,14;Unterstützung der Forschungen am IMT;;;;
;;2012;Phytolab GmbH & Co.KG;Geldleistung;Spende;5000;Doktorarbeit Fr. Mariana Neves Vieira;;;;
;;2012;Porsche;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;;2012;PricewaterhouseCoopers;Geldleistung;Sponsoring;2450;Multikonferenz Informatik 2012;;;;
;;2012;Prof. Dr. Armand Blaschette;Geldleistung;Spende;2500;Literatur;;;;
;;2012;Prof. Dr.-Ing. G. Rehm;Geldleistung;Spende;2500;Stipendium Internationale Sommerkurse;;;;
;;2012;Prof. em. Dr. Heinz;Geldleistung;Spende;5400;Deutschlandstipendien;;;;
;;2012;Reisebüro Schmidt GmbH;Geldleistung;Spende;1800;Stipendium Internationale Sommerkurse;;;;
;;2012;Rekers Betonwerk GmbH;Sachleistung;Spende;36090;Vorhabenbezogene Sachleistung der Wirtschaft für den Zeitraum v. 01.07.10-30.04.2012;;;;
;;2012;Rhön-Klinikum AG;Geldleistung;Spende;23000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;RMIG GmbH;Sachleistung;Spende;11550;Vorhabenbezogene Sachleistung der Wirtschaft für den Zeitraum v. 01.07.10-30.04.2012;;;;
;;2012;Ruth-Printmedien;Geldleistung;Sponsoring;1000;Jahrbuch;;;;
;;2012;SAP;Geldleistung;Sponsoring;19500;Multikonferenz Informatik 2012;;;;
;;2012;Schön Kliniken GmbH;Geldleistung;Spende;30000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;Sick AG;Short Range Scanner TIM310 1030000 und Zubehör;Spende;1122,35;Scanner für studentische Gruppe FREDT;;;;
;;2012;Siemens;Geldleistung;Spende;9000;Deutschlandstipendien;;;;
;;2012;SMA Solar Technology AG;2 Solar Wechselrichter zur Netzeinspeisung, Typ SB2500TLST-21, Neu;Spende;3924;zur Förderung von Wissenschaft und Forschung;;;;
;;2012;Sparda Bank Hannover Stiftung;Geldleistung;Spende;5000;"Projekt ""Grüne Schule 50""";;;;
;;2012;SSN Group;Geldleistung;Sponsoring;2500;Konferenz;;;;
;;2012;Städtische Klinikum Brandenburg GmbH;Geldleistung;Spende;5000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;Stiebel Eltron;Geldleistung;Sponsoring;2500;Konferenz;;;;
;;2012;Stiebel Eltron;Sachleistung;Spende;4138,17;Förderg.Wissenschaft u.Forschung;;;;
;;2012;Stifterverband für die Deutsche Wirtschaft;Geldleistung;Spende;10000;Druckkostenzuschuss;;;;
;;2012;Stiftung Braunschweigischer Kulturbesitz;Geldleistung;Schenkung;100000;Grüne Lernfabrik;;;;
;;2012;Stiftung Braunschweiger Land;Geldleistung;Spende;1000;"Projekt ""Grüne Schule 50""";;;;
;;2012;Stiftung Braunschweigischer Kulturbesitz;Geldleistung;Spende;45000;Veranstaltung TU-NIGHT 2012;;;;
;;2012;Nord LB;Geldleistung;Sponsoring;24975;"Projekt ""Entwicklung der Rechtswissenschaften an der TU BS""";;;;
;;2012;Stiftung zur Förderung der Wissenschaften an der Carolo-Wilhelmina;Geldleistung;Spende;24300;Deutschlandstipendien;;;;
;;2012;Stiftung zur Förderung der Wissenschaften an der Carolo-Wilhelmina;Geldleistung;Spende;5000;"Anteilige Finanzierung des Kaufs des historischen Flugzeuges ""Zaunkönig""";;;;
;;2012;Still GmbH;Gabelstapler RX50-15 Serialnummer 515054003323;Spende;7040;Transport von Versuchseinrichtungen;;;;
;;2012;Symrise;Geldleistung;Sponsoring;1000;"VAAM International Symposium ""Biology and Chemistry of Antibiotic- Producing Bacteria and Fungi""";;;;
;;2012;Syngenta Agro GmbH;Geldleistung;Spende;1500;Unkrauttagung 2012;;;;
;;2012;Techniker Krankenkasse Braunschweig;Geldleistung;Sponsoring;9200;Hochschulsport;;;;
;;2012;Techniker Krankenkasse Braunschweig;Geldleistung;Sponsoring;2941,18;Hochschulsport;;;;
;;2012;Trumpf;Geldleistung;Spende;10800;Deutschlandstipendien;;;;
;;2012;Trumpf;Anteilige Sachspende: Lasergerät TRUMPF TruDisk 6002 (2C);Spende;21658;wissenschaftliche Zwecke;;;;
;;2012;Trumpf;Geldleistung;Spende;5400;Deutschlandstipendien;;;;
;;2012;TUBS und Familie;Geldleistung;Spende;2880;Beschäftigung einer Aushilfskraft im Familienbüro 2012/13;;;;
;;2012;U. I. Lapp GmbH;Kabellitzen und Kabel;Spende;1929,32;Erweiterung einer Heissfilm-Kalibriereinheit;;;;
;;2012;Union Kaufm. Verein;Geldleistung;Spende;1000;"Projekt ""Grüne Schule 50""";;;;
;;2012;Unity AG, Büren;Geldleistung;Spende;15000;"Forschungsprojekt ""Praxis Krankenhausbau""";;;;
;;2012;Verband der Chemischen Industrie e.V. Landesverband Nord;Geldleistung;Sponsoring;1000;10th Ferrocene Colloquium 2012;;;;
;;2012;Verein zur Förderung der Geoinformatik in Norddeutschland(GiN);Geldleistung;Spende;3000;Geoinformatik 2012;;;;
;;2012;Volkswagen;Geldleistung;Sponsoring;2000;Ideenwettbewerb MacGyver;Volkswagen AG;;;
;;2012;Volkswagen;Geldleistung;Spende;1000000;E-Mobilität;Volkswagen AG;;;
;;2012;Volkswagen;Geldleistung;Spende;630000;Niedersächsisches Forschungszentrum Fahrzeugtechnik;Volkswagen AG;;;
;;2012;Volkswagen;Geldleistung;Sponsoring;22500;Multikonferenz Informatik 2012;Volkswagen Financial Services AG;;;
;;2012;Volkswagen;Geldleistung;Spende;5400;Deutschlandstipendien;Volkswagen Financial Services AG;;;
;;2012;Wiss. Gerätebau Dr. Ing. Herbert Knauer GmbH;Geldleistung;Spende;2500;Doktorarbeit Fr. Mariana Neves Vieira;;;;
;;2012;Wolters GmbH;Geldleistung;Sponsoring;15000;Hochschulsport;;;;
;;2012;Wüstenrot;Geldleistung;Spende;1500;"Projekt: ""Nachkriegsmoderne kontrovers""";Wüstenrot Stiftung Gemeinschaft der Freunde Deutscher Eigenheimverein e.V.;;;
;;2012;YIT German;Geldleistung;Sponsoring;2500;Konferenz;;;;
;;2012;Zentralverband Elektrotechnik- und Elektronikindustrie e.V.;Geldleistung;Spende;1800;Deutschlandstipendien;;;;
;Technische Universität Clausthal;2012;EWE VERTRIEB GmbH;Geldleistung;Spende;200000;Stiftungsprofessur Geothermie;;;;
;;2012;GNS Gesellschaft für Nuklear-Sicherheit mbH;Geldleistung;Spende;107000;Stiftungsprofessur für Endlagerforschung;;;;
;;2012;Stiftung Stahlwerk Georgsmarienhütte;Geldleistung;Spende;50000;Unterstützung von Baumaßnahmen;;;;
;;2012;DSZ - Deutsches Stiftungszentrum GmbH;Geldleistung;Spende;50000;Stiftungsprofessur Gasversorgungssysteme;;;;
;;2012;E.ON;Geldleistung;Spende;50000;Stifungsprofessur Gasversorgungssysteme;;;;
;;2012;RWE Deutschland AG;Geldleistung;Spende;50000;Stifungsprofessur Gasversorgungssysteme;;;;
;;2012;WEG Wirtschaftsverband Erdöl- und Erdgasgewinnung;Geldleistung;Spende;165045,95;Zustiftung zu Professur für Erdöl- und Erdgaslagerstättentechnik;;;;
;;2012;Dres. Edith und Klaus Dyckerhoff-Stiftung im Stifterverband für die Deutsche Wissenschaft e.V.;Geldleistung;Spende;40000;Zuwendung für Wissenschaftliche Zwecke;;;;
;;2012;Informations- und Bildungszentrum Email e.V.;Geldleistung;Spende;25000;Zuwendung für Wissenschaftliche Zwecke;;;;
;;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;25000;Forschungsförderung;;;;
;;2012;Siemens;Geldleistung;Sponsoring;14000;Förderung: Energietage;;;;
;;2012;Schott Fonds;Geldleistung;Spende;43332;Forschungsförderung;;;;
;;2012;Verband deutscher Zeitschriften e. V.;Geldleistung;Spende;15000;Forschungsförderung;;;;
;;2012;E.ON;Geldleistung;Sponsoring;7500;Förderung: Energietage;;;;
;;2012;HÜBNER GmbH;Sachspende;Schenkung;6063,06;Forschungsförderung;;;;
;;2012;IKN GmbH - Ingenieurbüro Kühlerbau;Geldleistung;Spende;6000;Forschungsförderung;;;;
;;2012;Exxonmobil;Geldleistung;Spende;5000;Förderung: 5. Energietage;;;;
;;2012;Baker Hughes INTEQ GmbH;Geldleistung;Sponsoring;5000;Förderung: Energietage;;;;
;;2012;Stadt Celle;Geldleistung;Sponsoring;5000;Förderung: Energietage;;;;
;;2012;Volkswagen;Geldleistung;Sponsoring;5000;Club of Rome - Konferenz;Volkswagen AG;;;
;;2012;Prof. Dr. Jürgen G. Heinrich;Sachspende;Schenkung;4098;Zeitschriften;;;;
;;2012;ITE-Engineering GmbH;Geldleistung;Spende;4000;Stipendium;;;;
;;2012;Continental;Geldleistung;Spende;3600;Deutschlandstipendium;;;;
;;2012;Bayer;Geldleistung;Spende;3600;Deutschlandstipendium;Bayer-Stiftungen;;;
;;2012;Sartorius Stedim Biotech GmbH;Geldleistung;Spende;3600;Deutschlandstipendium;;;;
;;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;3600;Preisgelder für Veranstaltungen;;;;
;;2012;Stifterrat und Stifungsvorstand der Stiftung zur Förderung der Technischen Universität Clausthal;Geldleistung;Spende;3500;Forschungsförderung;;;;
;;2012;Sieb & Meyer AG;Sachspende;Schenkung;3213;Forschungsförderung;;;;
;;2012;Stiftung Industrieforschung;Geldleistung;Spende;3000;Forschungsförderung;;;;
;;2012;Reisswolf Akten- und Datenträgervernichtung GmbH;Geldleistung;Spende;3000;Forschungsförderung;;;;
;;2012;Prof. Dr. Jürgen G. Heinrich;Sachspende;Schenkung;2374;Zeitschriften;;;;
;;2012;W. Pilling Kesselfabrik GmbH & Co. KG;Sachspende;Schenkung;2023;Forschungsförderung;;;;
;;2012;Sophien- und Hufeland-Klinikum gGmbH / Prof. Dr.-Ing. Jischa;Geldleistung;Spende;2000;Forschungsförderung;;;;
;;2012;HSBC Globel Asset Management/Prof. Dr. - Ing. Jischa;Geldleistung;Spende;2000;Forschungsförderung;;;;
;;2012;ITE-Engineering GmbH;Geldleistung;Spende;1800;Stipendium;;;;
;;2012;Boehringer Ingelheim;Geldleistung;Spende;1800;Deutschlandstipendium;;;;
;;2012;Porsche;Geldleistung;Spende;1800;Deutschlandstipendium;;;;
;;2012;Verein v. Freunden e. V.;Geldleistung;Spende;2800;Deutschlandstipendium;;;;
;;2012;IAV GmbH;Geldleistung;Spende;1500;Deutschlandstipendium;;;;
;;2012;Volkswagen;Geldleistung;Sponsoring;1190;ChemCar - Wettbewerb;Volkswagen AG;;;
;;2012;Dr. Wolfgang Körber;Sachspende;Schenkung;1015,92;Lehrveranstaltung;;;;
;;2012;Volksbank im Harz eG;Geldleistung;Spende;1000;Unterstützung Informatik;;;;
;;2012;Dirk Harste;Geldleistung;Spende;1000;Forschungsförderung;;;;
;;2012;IAV GmbH;Geldleistung;Spende;1000;Stipendium;;;;
;;2012;Herrenknecht AG;Geldleistung;Spende;1000;Forschungsförderung;;;;
;;2012;Deutsche Bundesbank;Geldleistung;Spende;1000;Forschungsförderung;;;;
;Universität Hannover;2012;Deutsche Messe AG;Sponsoring;Sponsoring;1000;Neujahrsempfang;;;;
;;2012;Stadtwerke Hannover AG;Sponsoring;Sponsoring;1000;Neujahrsempfang;;;;
;;2012;Barke, Heidemarie;Geldspende;Spende;2295;Nationale Stipendien;;;;
;;2012;Porsche;Geldspende;Spende;1800;Nationale Stipendien;;;;
;;2012;Windwärts Energie GmbH;Geldspende;Spende;9000;Nationale Stipendien;;;;
;;2012;TÜV Hannover / Sachsen-Anhalt;Geldspende;Spende;27000;Nationale Stipendien;;;;
;;2012;Salzgitter AG;Geldspende;Spende;9000;Nationale Stipendien;;;;
;;2012;Sartorius Stedim Biotech GmbH;Geldspende;Spende;9000;Nationale Stipendien;;;;
;;2012;Solvay GmbH;Geldspende;Spende;1800;Nationale Stipendien;;;;
;;2012;Freundeskreis;Geldspende;Spende;18000;Nationale Stipendien;;;;
;;2012;Kosenina, Alexander;Geldspende;Spende;1000;Nationale Stipendien;;;;
;;2012;Östreich, Michael Dr.;Gelspende;Spende;1800;Nationale Stipendien;;;;
;;2012;Kjellberg-Stiftung;Geldspende;Spende;5400;Nationale Stipendien;;;;
;;2012;Exxonmobil;Geldspende;Spende;7680;Deutschlandstipendien;;;;
;;2012;Landschaftliche Brandkasse;Geldspende;Spende;5400;Nationale Stipendien;;;;
;;2012;Talanx AG;Geldspende;Spende;18000;Deutschlandstipendien;;;;
;;2012;Mecklenburgische Versicherungsgesellschaft AG;Geldspende;Spende;3600;Deutschlandstipendien;;;;
;;2012;Dirk Rossmann GmbH;Geldspende;Spende;18000;Deutschlandstipendien;;;;
;;2012;Bosch;Geldspende;Spende;19800;Deutschlandstipendien;;;;
;;2012;Bayer;Geldspende;Spende;1800;Deutschlandstipendien;Bayer-Stiftungen;;;
;;2012;HIS GmbH;Geldspende;Spende;1800;Deutschlandstipendien;;;;
;;2012;Ferchau Engineering GmbH;Geldspende;Spende;3600;Deutschlandstipendien;;;;
;;2012;Transnorm System GmbH;Geldspende;Spende;1800;Deutschlandstipendien;;;;
;;2012;Heidenhain, Dr. Johannes;Geldspende;Spende;7200;Deutschlandstipendien;;;;
;;2012;Schlütersche Verlagsgesellschaft;Geldspende;Spende;1800;Deutschlandstipendien;;;;
;;2012;Bilfinger Berger;Geldspende;Spende;7200;Deutschlandstipendien;;;;
;;2012;Salzgitter AG;Geldspende;Spende;1800;Deutschlandstipendien;;;;
;;2012;Deutsche Messe AG;Geldspende;Spende;3600;Deutschlandstipendien;;;;
;;2012;Continental;Geldspende;Spende;9000;Deutschlandstipendien;;;;
;;2012;Bach, Friedrich-Wilhelm;Geldspende;Spende;1000;Deutschlandstipendien;;;;
;;2012;Breitner, Prof. Dr. Michael;Geldspende;Spende;9000;Deutschlandstipendien;;;;
;;2012;N2M Architektur & Stadtplanung GmbH;Geldspende;Spende;1800;Deutschlandstipendien;;;;
;;2012;Sartorius Stedim Biotech GmbH;Geldspende;Spende;9000;Deutschlandstipendien;;;;
